,date,cust_1,cust_2,cust_3,cust_4,cust_5,cust_6,cust_7,cust_8,cust_9,cust_10,cust_11,cust_12,cust_13,cust_14,cust_15
354,2013-12-21,11,24,18,14,10,18,7,21,18,18,38,64,54,42,39
355,2013-12-22,9,18,16,17,13,18,11,19,14,20,37,49,48,36,32
356,2013-12-23,8,7,14,13,9,4,9,20,8,10,29,48,19,36,22
357,2013-12-24,17,20,15,14,9,9,9,19,7,13,24,49,45,31,30
358,2013-12-25,6,11,23,15,13,14,5,12,11,14,38,50,32,45,26
359,2013-12-26,16,15,15,15,8,5,11,13,16,13,48,52,44,41,28
360,2013-12-27,18,20,18,17,13,10,8,31,20,13,40,48,48,34,35
361,2013-12-28,17,18,16,13,16,13,16,15,19,13,32,65,43,37,28
362,2013-12-29,14,24,19,13,16,5,14,25,18,20,46,50,52,44,24
363,2013-12-30,5,20,7,7,6,13,8,14,12,14,28,32,37,40,18
364,2013-12-31,15,18,12,17,14,9,8,14,17,7,30,42,38,41,25
365,2014-01-01,9,19,7,18,5,13,5,7,12,14,33,38,54,41,37
366,2014-01-02,14,17,17,14,8,12,6,16,14,10,37,55,53,51,30
367,2014-01-03,11,14,16,23,12,6,7,14,22,21,52,48,46,42,28
368,2014-01-04,20,16,21,19,10,5,9,13,19,23,33,54,51,43,26
369,2014-01-05,17,24,14,25,9,14,8,28,18,22,49,51,57,44,36
370,2014-01-06,14,23,13,13,11,13,8,16,7,17,29,36,37,31,33
371,2014-01-07,11,16,15,12,8,2,10,9,8,15,46,65,43,41,37
372,2014-01-08,12,13,17,14,12,13,7,13,7,23,35,42,44,47,21
373,2014-01-09,17,21,15,11,6,11,1,17,10,18,44,39,42,47,34
374,2014-01-10,12,25,15,20,11,4,8,18,18,20,41,47,42,29,40
375,2014-01-11,17,16,18,13,10,13,8,12,22,30,39,39,43,45,26
376,2014-01-12,12,21,15,18,11,20,9,23,16,18,34,44,40,56,30
377,2014-01-13,12,15,10,13,3,9,11,9,8,7,22,42,38,35,20
378,2014-01-14,17,20,19,13,12,6,7,11,14,18,34,39,34,27,28
379,2014-01-15,17,17,18,10,9,11,12,8,12,13,33,52,40,35,26
380,2014-01-16,15,21,19,13,18,10,16,17,13,15,33,36,35,38,28
381,2014-01-17,18,19,19,14,9,9,16,12,14,19,31,40,48,41,31
382,2014-01-18,15,15,10,16,15,7,7,19,19,22,52,55,50,47,31
383,2014-01-19,12,25,19,16,11,14,10,23,17,22,41,77,46,48,37
384,2014-01-20,6,8,15,13,8,14,8,11,10,12,28,35,35,31,23
385,2014-01-21,7,14,11,8,11,6,11,16,8,11,25,44,34,48,17
386,2014-01-22,21,16,14,10,10,8,10,19,15,9,35,55,35,42,19
387,2014-01-23,18,26,17,14,10,8,10,16,6,15,34,42,43,31,33
388,2014-01-24,18,26,15,21,24,17,8,18,14,19,42,54,49,46,26
389,2014-01-25,21,20,26,22,14,18,10,10,23,9,27,49,45,46,46
390,2014-01-26,16,19,18,16,13,14,17,13,18,19,43,63,51,48,39
391,2014-01-27,8,14,17,12,7,4,3,14,12,16,19,34,33,23,20
392,2014-01-28,6,11,10,15,13,9,13,13,13,7,39,50,40,43,29
393,2014-01-29,13,15,8,18,9,7,8,22,16,14,29,63,38,42,32
394,2014-01-30,11,21,19,23,15,12,10,20,15,11,37,57,44,51,29
395,2014-01-31,18,17,12,16,13,14,11,18,20,14,40,56,49,41,28
396,2014-02-01,13,36,10,15,9,21,10,20,18,19,43,83,50,53,37
397,2014-02-02,16,17,13,23,13,12,6,20,17,26,51,65,64,68,39
398,2014-02-03,10,12,19,12,12,12,7,15,7,7,24,42,41,33,25
399,2014-02-04,9,24,20,19,8,10,10,16,14,17,27,66,49,38,30
400,2014-02-05,21,8,19,27,17,17,8,16,16,19,40,50,49,36,41
401,2014-02-06,17,28,21,20,11,13,15,23,15,12,43,62,54,39,31
402,2014-02-07,15,19,26,10,11,15,16,19,18,16,46,59,51,42,19
403,2014-02-08,15,25,21,19,8,11,18,23,21,17,43,67,57,45,39
404,2014-02-09,18,10,32,26,14,13,6,27,15,23,41,59,57,47,35
405,2014-02-10,10,18,10,12,8,18,2,16,12,15,35,51,36,45,26
406,2014-02-11,10,13,17,15,10,7,11,22,12,15,30,50,45,46,24
407,2014-02-12,9,13,18,14,5,12,9,13,19,14,43,56,45,33,22
408,2014-02-13,22,8,18,12,10,14,11,11,14,19,40,51,56,40,25
409,2014-02-14,20,24,14,13,13,11,10,27,20,17,41,62,53,45,37
410,2014-02-15,20,21,19,19,17,7,9,17,15,20,44,58,63,53,34
411,2014-02-16,13,29,13,20,18,19,16,21,21,23,48,64,67,62,32
412,2014-02-17,11,12,10,12,6,12,8,14,9,12,37,58,41,28,25
413,2014-02-18,11,16,14,17,7,16,10,16,17,20,42,53,51,36,41
414,2014-02-19,16,19,14,11,12,11,8,19,19,16,28,50,38,33,30
415,2014-02-20,19,23,15,18,14,10,8,27,13,14,46,64,48,50,28
416,2014-02-21,16,29,19,24,16,11,9,20,22,25,35,61,45,48,28
417,2014-02-22,17,28,16,11,9,13,14,18,15,34,42,64,48,63,39
418,2014-02-23,13,18,18,26,15,11,16,23,25,18,47,76,49,42,42
419,2014-02-24,7,12,16,15,12,11,11,16,13,18,39,36,34,40,20
420,2014-02-25,14,23,26,16,9,11,7,18,17,14,36,42,42,48,29
421,2014-02-26,17,24,20,21,17,19,11,20,16,15,44,58,45,52,23
422,2014-02-27,10,22,24,15,8,8,10,19,13,8,47,52,51,39,30
423,2014-02-28,16,23,21,18,16,15,13,19,17,17,53,57,71,43,32
424,2014-03-01,20,29,19,27,17,16,11,20,20,20,45,74,41,56,50
425,2014-03-02,15,24,26,27,13,17,15,28,25,27,60,86,67,61,51
426,2014-03-03,12,25,17,22,11,15,11,22,17,17,44,55,40,54,31
427,2014-03-04,11,25,18,15,11,12,10,20,24,20,38,58,50,59,26
428,2014-03-05,18,19,22,23,22,16,19,19,22,30,38,67,58,53,33
429,2014-03-06,19,16,28,15,12,15,12,29,20,19,46,61,58,60,47
430,2014-03-07,21,18,23,16,15,11,12,24,23,11,45,65,55,47,47
431,2014-03-08,14,36,22,19,14,15,16,36,15,15,49,71,74,52,52
432,2014-03-09,21,21,28,25,17,15,16,20,23,19,57,86,66,67,49
433,2014-03-10,13,17,19,18,12,9,7,17,12,25,44,52,56,40,29
434,2014-03-11,14,27,22,27,17,13,12,18,21,24,36,65,44,33,35
435,2014-03-12,24,21,20,22,11,10,22,16,18,24,42,58,59,49,30
436,2014-03-13,17,21,23,15,13,12,13,27,24,20,43,80,53,59,39
437,2014-03-14,16,19,14,20,13,18,11,24,23,22,52,71,71,57,55
438,2014-03-15,22,34,21,22,19,16,12,22,22,23,55,84,69,59,37
439,2014-03-16,31,20,30,27,18,13,18,28,25,25,53,74,66,62,39
440,2014-03-17,19,19,15,12,15,10,10,20,12,19,33,44,51,42,34
441,2014-03-18,17,21,17,18,9,10,12,16,19,21,47,62,62,45,35
442,2014-03-19,24,24,22,26,11,16,14,11,14,18,47,57,61,63,33
443,2014-03-20,21,22,25,14,5,17,9,22,22,22,36,66,54,41,38
444,2014-03-21,18,23,25,25,13,18,12,22,22,21,50,73,68,66,39
445,2014-03-22,20,28,23,30,14,20,15,39,23,25,46,77,80,45,43
446,2014-03-23,25,39,31,16,16,20,14,26,26,22,44,67,59,67,43
447,2014-03-24,4,21,17,13,12,14,9,26,18,13,28,56,46,41,45
448,2014-03-25,15,27,15,17,15,12,10,24,20,21,38,64,58,57,28
449,2014-03-26,17,27,33,19,14,10,14,19,23,32,44,62,76,50,37
450,2014-03-27,17,23,22,12,9,10,5,15,18,13,41,54,60,50,44
451,2014-03-28,16,22,21,23,13,19,16,21,18,24,43,63,72,65,28
452,2014-03-29,18,24,29,21,15,20,17,33,16,20,49,63,64,48,39
453,2014-03-30,15,26,26,25,18,22,11,34,28,29,70,78,68,83,36
454,2014-03-31,15,15,12,10,14,6,16,16,9,19,43,54,45,29,30
455,2014-04-01,19,23,27,23,22,18,19,24,20,21,51,79,54,50,47
456,2014-04-02,11,17,29,21,11,15,14,27,22,18,48,69,62,46,50
457,2014-04-03,16,24,24,16,12,19,9,20,26,29,48,85,81,62,43
458,2014-04-04,17,26,19,28,18,18,21,29,22,30,65,69,68,56,34
459,2014-04-05,21,33,29,28,26,12,24,36,31,23,47,76,83,68,57
460,2014-04-06,26,40,29,30,21,25,16,46,19,29,74,98,83,77,50
461,2014-04-07,19,18,14,19,9,12,10,20,16,12,30,54,48,49,41
462,2014-04-08,19,25,22,21,20,17,15,26,31,28,61,72,64,57,43
463,2014-04-09,20,23,19,22,15,21,14,25,14,21,45,56,68,51,50
464,2014-04-10,18,28,27,32,15,18,18,31,18,21,60,65,68,60,43
465,2014-04-11,23,23,26,30,11,18,15,21,27,22,68,83,85,52,48
466,2014-04-12,19,33,32,30,16,14,13,31,26,21,73,95,80,67,71
467,2014-04-13,22,31,26,30,24,14,20,26,35,30,73,106,81,70,54
468,2014-04-14,20,22,19,17,16,13,11,20,20,18,47,56,57,47,30
469,2014-04-15,22,27,15,15,13,10,19,16,23,26,42,76,68,63,36
470,2014-04-16,20,19,24,17,10,14,9,29,25,22,52,61,63,56,48
471,2014-04-17,18,30,20,19,21,20,16,24,16,29,41,68,74,70,35
472,2014-04-18,20,22,31,19,25,21,21,24,27,26,50,85,69,69,34
473,2014-04-19,22,35,24,34,16,15,16,34,33,30,63,99,88,65,55
474,2014-04-20,22,42,26,30,14,21,23,33,26,27,87,96,94,81,57
475,2014-04-21,17,20,20,17,15,14,9,23,18,25,36,55,65,47,35
476,2014-04-22,12,28,20,23,13,16,16,23,19,31,59,70,62,62,43
477,2014-04-23,16,19,28,24,20,16,18,33,26,27,59,77,74,61,40
478,2014-04-24,25,29,26,22,14,25,23,31,21,31,46,87,69,71,37
479,2014-04-25,22,22,27,20,20,15,21,35,28,31,67,81,64,73,54
480,2014-04-26,21,23,22,31,26,14,18,35,11,20,61,93,76,65,57
481,2014-04-27,20,28,40,27,27,18,23,32,23,26,69,89,86,67,44
482,2014-04-28,15,17,15,20,9,14,16,18,15,22,29,61,41,53,40
483,2014-04-29,18,26,28,21,25,16,12,33,18,27,48,77,52,50,42
484,2014-04-30,13,21,20,22,15,16,18,27,18,25,46,62,58,64,59
485,2014-05-01,22,30,27,27,17,14,20,26,23,26,46,90,79,71,34
486,2014-05-02,19,40,19,36,18,15,10,36,28,32,74,71,86,72,46
487,2014-05-03,22,33,33,27,18,13,16,35,30,23,65,96,74,73,50
488,2014-05-04,23,37,32,30,32,18,19,32,28,31,82,101,102,64,45
489,2014-05-05,21,21,15,17,16,18,18,28,14,24,39,59,62,56,43
490,2014-05-06,19,25,30,24,16,26,15,31,28,32,63,82,61,69,55
491,2014-05-07,21,29,21,24,13,22,9,18,23,15,61,67,55,61,34
492,2014-05-08,15,34,24,21,20,26,15,21,27,25,60,88,73,68,46
493,2014-05-09,18,32,35,27,16,23,11,34,31,30,66,83,73,77,46
494,2014-05-10,16,32,39,24,24,22,17,18,21,29,67,89,76,77,55
495,2014-05-11,27,27,38,26,19,24,16,38,36,34,78,89,86,92,62
496,2014-05-12,16,16,19,21,13,21,13,21,18,21,47,65,47,38,26
497,2014-05-13,22,22,26,24,16,16,17,28,24,24,53,69,68,75,51
498,2014-05-14,21,30,34,23,9,19,17,33,26,27,52,55,62,56,44
499,2014-05-15,22,38,25,24,29,23,13,27,23,34,50,75,69,72,51
500,2014-05-16,23,28,31,19,25,19,15,25,24,33,56,73,73,68,35
501,2014-05-17,18,45,40,39,16,18,12,42,19,30,71,95,78,73,58
502,2014-05-18,36,33,23,31,13,18,19,32,29,26,77,98,86,79,71
503,2014-05-19,12,27,16,22,12,24,14,17,28,22,49,80,59,45,44
504,2014-05-20,23,38,24,19,23,19,17,24,16,24,62,80,67,61,40
505,2014-05-21,16,24,34,24,15,19,16,24,17,24,55,79,65,65,58
506,2014-05-22,25,31,24,21,13,18,17,35,21,29,59,75,63,69,46
507,2014-05-23,28,37,24,28,19,17,17,32,20,22,57,98,68,64,47
508,2014-05-24,25,33,31,27,21,17,12,38,34,26,61,108,74,83,49
509,2014-05-25,20,34,31,27,21,19,15,38,43,30,88,93,80,66,59
510,2014-05-26,15,15,29,19,13,16,13,16,13,20,43,62,47,54,46
511,2014-05-27,13,28,26,24,16,15,15,31,32,24,51,77,70,67,40
512,2014-05-28,13,22,30,21,15,20,19,33,29,18,60,100,58,60,46
513,2014-05-29,20,29,30,25,15,26,10,27,34,28,51,79,64,65,62
514,2014-05-30,29,35,30,29,21,17,21,24,32,26,67,95,73,73,59
515,2014-05-31,31,29,35,22,25,17,12,20,32,34,60,87,86,86,70
516,2014-06-01,24,39,35,30,35,23,30,35,26,49,76,110,88,91,67
517,2014-06-02,16,20,24,13,15,6,15,20,20,16,48,62,69,61,45
518,2014-06-03,23,31,27,26,19,17,16,26,21,32,53,60,73,77,50
519,2014-06-04,20,26,22,38,10,24,20,29,28,28,63,68,71,70,46
520,2014-06-05,24,24,22,26,21,25,19,24,39,19,55,93,83,61,58
521,2014-06-06,23,43,22,31,23,16,13,29,31,33,77,100,78,89,61
522,2014-06-07,27,37,40,38,20,22,16,47,30,27,62,90,84,69,52
523,2014-06-08,29,38,34,31,20,17,18,37,33,42,75,101,110,80,56
524,2014-06-09,18,23,23,25,27,14,11,31,26,19,50,69,69,47,42
525,2014-06-10,14,41,34,33,25,20,16,28,28,26,57,71,79,63,50
526,2014-06-11,22,33,34,17,22,20,15,37,30,33,55,94,61,71,50
527,2014-06-12,22,37,31,27,21,21,14,23,36,28,69,96,78,62,67
528,2014-06-13,25,36,34,28,15,26,17,34,28,34,69,94,86,79,43
529,2014-06-14,29,37,39,32,23,25,13,42,25,47,61,98,75,81,45
530,2014-06-15,33,39,25,30,22,17,40,44,30,45,64,103,71,75,56
531,2014-06-16,25,24,23,19,13,17,24,29,19,22,48,67,49,65,29
532,2014-06-17,32,23,18,22,16,15,22,40,34,41,69,65,62,73,56
533,2014-06-18,20,31,23,31,19,16,15,30,26,26,61,78,84,67,53
534,2014-06-19,22,29,29,29,20,20,16,42,38,29,48,84,83,75,39
535,2014-06-20,19,31,26,30,21,18,20,39,31,42,55,91,80,76,51
536,2014-06-21,26,40,44,33,20,22,17,34,30,35,70,119,88,76,66
537,2014-06-22,37,32,31,34,21,31,19,34,37,38,59,101,88,92,55
538,2014-06-23,19,26,27,26,16,13,11,27,21,14,58,48,59,73,35
539,2014-06-24,24,28,31,28,16,22,15,26,27,21,66,83,83,64,53
540,2014-06-25,21,30,27,19,22,22,18,22,22,36,58,80,74,54,43
541,2014-06-26,18,29,22,28,26,25,29,25,28,33,64,77,72,78,59
542,2014-06-27,29,29,30,26,27,16,18,28,35,31,74,91,99,67,51
543,2014-06-28,34,33,28,38,19,25,27,32,34,38,70,111,82,86,49
544,2014-06-29,19,42,26,35,30,19,20,36,28,42,64,96,106,74,66
545,2014-06-30,16,24,19,29,11,11,16,24,19,21,51,63,53,68,34
546,2014-07-01,16,31,24,21,19,20,15,28,20,22,61,87,88,60,46
547,2014-07-02,24,35,25,31,9,16,15,35,23,29,59,94,68,54,48
548,2014-07-03,25,32,31,32,14,26,14,29,30,28,68,97,87,70,57
549,2014-07-04,28,35,31,24,27,28,18,40,28,30,56,92,100,71,44
550,2014-07-05,25,30,39,32,19,21,24,36,44,48,58,104,90,82,55
551,2014-07-06,34,44,24,36,29,25,15,39,35,40,77,120,105,86,64
552,2014-07-07,16,30,23,22,18,24,11,22,18,20,38,56,80,71,38
553,2014-07-08,25,39,26,17,17,20,10,24,26,22,56,63,73,70,41
554,2014-07-09,27,35,28,26,14,17,15,27,23,31,58,93,73,89,57
555,2014-07-10,23,39,22,25,26,20,18,30,26,26,55,79,97,70,51
556,2014-07-11,25,36,36,16,15,25,18,44,23,29,58,78,88,72,54
557,2014-07-12,22,50,39,28,25,20,17,45,34,36,73,88,91,92,81
558,2014-07-13,24,35,31,35,25,26,22,42,44,30,102,104,90,86,70
559,2014-07-14,21,36,36,21,13,18,15,30,21,30,52,70,61,55,37
560,2014-07-15,24,34,16,25,18,16,15,30,27,29,61,89,58,79,54
561,2014-07-16,17,38,44,19,16,21,21,34,28,26,53,73,63,86,51
562,2014-07-17,26,34,29,38,22,19,20,33,17,35,73,105,67,88,63
563,2014-07-18,25,47,33,29,28,25,17,37,28,35,71,126,104,95,59
564,2014-07-19,31,33,33,23,25,18,23,32,26,46,72,88,85,78,67
565,2014-07-20,26,45,43,20,26,21,25,51,32,49,75,109,87,96,77
566,2014-07-21,21,31,22,22,18,14,16,40,27,25,70,71,60,64,53
567,2014-07-22,30,44,31,32,28,21,24,29,39,34,71,81,76,59,36
568,2014-07-23,19,24,37,25,16,11,15,39,24,26,66,69,88,64,63
569,2014-07-24,26,38,29,26,15,16,19,30,29,20,65,106,96,65,58
570,2014-07-25,24,45,44,28,29,27,19,40,36,27,74,99,93,83,52
571,2014-07-26,29,34,34,28,14,19,15,38,36,36,73,87,93,81,81
572,2014-07-27,35,40,39,34,18,30,17,44,45,28,92,114,97,91,72
573,2014-07-28,11,31,29,16,20,10,26,32,22,41,48,72,72,57,43
574,2014-07-29,19,25,21,24,15,16,12,34,25,24,71,83,68,68,45
575,2014-07-30,25,33,19,28,18,19,16,41,20,34,64,79,69,53,59
576,2014-07-31,23,33,24,32,27,15,18,21,21,30,69,98,104,82,59
577,2014-08-01,12,31,34,25,18,14,16,31,25,31,66,79,63,63,40
578,2014-08-02,23,40,35,29,21,18,25,34,35,37,71,93,87,82,55
579,2014-08-03,27,37,28,28,25,23,25,34,26,26,86,84,84,65,54
580,2014-08-04,20,23,16,20,11,17,10,23,16,17,50,63,62,57,35
581,2014-08-05,19,32,16,19,12,17,13,25,22,19,48,52,69,61,37
582,2014-08-06,25,23,33,35,18,26,13,23,18,31,48,82,56,50,50
583,2014-08-07,21,23,27,26,21,23,12,35,30,26,63,80,62,69,58
584,2014-08-08,27,40,30,19,10,20,20,44,24,34,49,82,82,66,56
585,2014-08-09,27,30,20,30,17,24,16,43,27,33,63,89,87,87,49
586,2014-08-10,22,29,31,26,18,20,15,24,26,31,64,96,90,79,50
587,2014-08-11,22,25,17,20,11,12,7,28,17,20,56,73,57,34,39
588,2014-08-12,20,32,26,12,15,17,13,19,22,19,57,75,65,54,46
589,2014-08-13,11,33,23,23,22,19,11,26,22,30,47,84,73,56,40
590,2014-08-14,17,24,23,18,22,17,23,19,30,15,47,84,65,74,50
591,2014-08-15,21,28,26,27,26,21,18,36,27,31,62,90,72,65,45
592,2014-08-16,20,24,33,32,9,27,26,32,26,29,52,82,65,80,49
593,2014-08-17,31,39,30,27,17,21,18,49,36,41,57,113,79,72,45
594,2014-08-18,25,27,18,17,14,16,14,23,20,13,53,77,65,55,30
595,2014-08-19,15,24,34,17,8,19,19,28,23,26,56,54,57,60,40
596,2014-08-20,21,23,23,32,15,16,14,24,18,29,51,67,58,58,42
597,2014-08-21,20,29,29,14,8,13,15,24,24,21,55,101,82,76,45
598,2014-08-22,21,34,30,20,18,12,19,31,35,30,63,99,82,76,39
599,2014-08-23,26,25,35,19,23,17,10,34,28,40,71,76,75,65,56
600,2014-08-24,26,36,32,39,16,23,19,50,32,30,75,87,97,77,66
601,2014-08-25,12,20,26,19,13,17,14,29,24,13,38,63,50,67,39
602,2014-08-26,25,28,24,19,13,24,14,27,20,32,56,74,70,52,41
603,2014-08-27,21,35,31,27,18,23,22,22,19,28,70,85,51,63,52
604,2014-08-28,19,34,16,22,13,18,19,28,31,32,53,71,69,70,53
605,2014-08-29,17,31,27,22,17,20,22,38,24,27,67,81,72,58,48
606,2014-08-30,30,35,27,26,24,18,21,35,29,20,58,92,79,82,47
607,2014-08-31,28,41,24,28,16,23,24,36,43,39,71,92,95,76,50
608,2014-09-01,16,23,23,16,11,15,14,19,24,18,43,70,57,67,47
609,2014-09-02,15,30,20,13,16,11,18,27,19,25,49,66,62,48,51
610,2014-09-03,22,24,22,27,18,11,19,21,26,19,46,70,58,62,48
611,2014-09-04,26,44,27,27,17,19,13,27,29,29,45,76,59,63,42
612,2014-09-05,27,26,28,22,20,25,20,18,27,31,57,76,71,84,44
613,2014-09-06,21,38,28,30,23,16,15,35,33,23,59,79,73,83,46
614,2014-09-07,25,30,31,28,21,16,11,36,21,30,63,91,97,56,59
615,2014-09-08,12,26,21,19,9,16,11,25,17,17,49,66,66,43,41
616,2014-09-09,22,25,26,32,16,23,11,17,31,33,41,71,64,54,41
617,2014-09-10,16,34,21,23,18,11,20,31,19,26,46,66,70,66,52
618,2014-09-11,15,22,23,30,11,19,18,23,28,30,56,52,67,50,47
619,2014-09-12,25,26,28,20,17,19,11,22,24,27,42,72,75,63,44
620,2014-09-13,17,28,34,27,12,22,18,24,40,21,57,82,69,70,44
621,2014-09-14,26,44,31,22,17,21,16,35,22,25,61,78,79,67,53
622,2014-09-15,12,29,16,23,20,18,9,22,18,22,32,52,66,37,35
623,2014-09-16,15,28,19,27,14,8,16,21,19,20,51,80,73,49,55
624,2014-09-17,17,21,25,24,25,19,21,29,21,29,54,74,72,66,36
625,2014-09-18,18,32,26,22,18,29,13,26,25,21,46,71,64,85,58
626,2014-09-19,21,30,31,26,14,15,9,27,18,27,71,106,90,75,40
627,2014-09-20,21,36,24,32,20,20,24,34,28,30,58,89,75,58,66
628,2014-09-21,20,24,29,26,15,25,17,18,17,29,50,75,84,75,45
629,2014-09-22,15,29,16,21,11,11,16,18,16,16,40,52,40,48,39
630,2014-09-23,20,19,14,16,8,15,12,24,21,27,35,76,72,59,39
631,2014-09-24,14,22,25,13,15,17,13,28,25,21,54,85,82,56,41
632,2014-09-25,17,35,14,29,13,22,24,25,30,27,58,65,73,64,44
633,2014-09-26,23,31,26,23,22,23,16,35,28,31,63,91,67,68,48
634,2014-09-27,13,35,35,27,23,20,23,19,25,20,64,82,52,67,51
635,2014-09-28,22,29,27,32,18,14,17,29,30,26,51,74,71,84,54
636,2014-09-29,18,26,17,15,13,13,15,17,16,20,51,51,46,45,39
637,2014-09-30,15,26,21,18,21,17,15,25,24,24,47,80,59,52,35
638,2014-10-01,12,21,24,18,15,12,13,27,16,15,37,76,59,55,32
639,2014-10-02,15,23,28,26,16,11,13,24,22,25,46,74,60,63,32
640,2014-10-03,24,35,22,22,16,15,21,30,32,23,55,77,64,58,37
641,2014-10-04,27,31,20,21,19,19,17,28,19,27,59,72,66,67,38
642,2014-10-05,33,34,32,23,13,20,20,42,22,17,70,81,65,67,58
643,2014-10-06,9,26,13,10,13,8,12,26,10,13,40,50,52,47,30
644,2014-10-07,10,27,24,26,17,12,11,25,19,25,45,55,37,56,39
645,2014-10-08,25,28,26,21,15,14,10,30,24,20,45,65,56,47,39
646,2014-10-09,18,25,29,20,14,11,14,26,21,23,43,70,57,50,46
647,2014-10-10,19,34,22,21,16,17,12,32,20,27,51,82,56,53,45
648,2014-10-11,28,28,26,18,22,19,17,20,28,24,61,71,80,64,56
649,2014-10-12,29,31,29,29,23,15,15,27,28,28,52,73,85,69,40
650,2014-10-13,6,28,19,26,17,11,6,13,17,23,34,49,56,48,40
651,2014-10-14,20,24,26,26,12,13,10,28,19,19,43,59,62,49,45
652,2014-10-15,21,22,15,18,10,18,19,22,26,28,35,80,62,72,37
653,2014-10-16,17,23,29,21,17,21,17,25,23,27,44,70,60,56,33
654,2014-10-17,18,26,28,17,14,11,7,26,17,18,43,77,79,59,40
655,2014-10-18,22,33,40,26,20,11,14,30,22,22,46,82,72,72,30
656,2014-10-19,13,31,30,19,16,21,13,33,26,36,49,105,62,62,40
657,2014-10-20,8,28,13,12,8,14,9,18,23,14,42,55,53,41,40
658,2014-10-21,19,24,35,19,6,12,12,29,20,16,55,70,68,57,39
659,2014-10-22,14,35,14,24,9,14,10,18,24,26,43,63,72,48,41
660,2014-10-23,18,26,19,24,22,16,19,37,33,23,34,62,57,57,42
661,2014-10-24,17,24,20,22,20,14,21,16,30,30,63,87,59,62,43
662,2014-10-25,21,38,16,23,14,21,8,33,21,32,69,74,70,74,52
663,2014-10-26,22,26,21,22,30,20,24,36,25,36,70,81,63,73,46
664,2014-10-27,15,22,21,13,12,8,14,16,12,19,41,56,39,37,33
665,2014-10-28,12,27,20,21,18,17,12,23,18,21,41,67,57,48,31
666,2014-10-29,11,27,20,23,10,10,13,29,18,20,43,68,59,57,36
667,2014-10-30,12,25,27,16,22,9,13,30,30,22,46,61,61,58,54
668,2014-10-31,20,25,22,22,17,16,21,22,24,31,61,87,78,61,31
669,2014-11-01,17,35,26,29,16,16,25,30,17,29,50,81,64,80,51
670,2014-11-02,33,30,29,21,16,19,17,39,19,21,63,98,88,76,50
671,2014-11-03,16,20,14,30,11,19,10,26,18,15,38,47,59,55,29
672,2014-11-04,16,25,20,19,15,15,20,21,19,21,58,80,65,57,43
673,2014-11-05,15,27,22,16,18,15,11,25,21,20,62,83,59,70,42
674,2014-11-06,22,40,27,37,23,16,14,29,21,22,51,81,60,60,37
675,2014-11-07,22,29,34,28,14,12,18,37,33,22,48,97,69,66,56
676,2014-11-08,12,28,25,25,20,21,12,30,24,28,65,87,83,67,37
677,2014-11-09,28,37,22,27,15,19,18,32,29,30,59,90,85,82,38
678,2014-11-10,16,24,22,19,11,10,16,18,17,20,46,48,48,37,48
679,2014-11-11,12,18,26,19,28,16,16,30,27,26,47,73,64,69,33
680,2014-11-12,18,22,25,23,17,19,13,28,17,19,50,65,61,54,37
681,2014-11-13,18,23,21,22,12,12,13,29,15,31,53,84,70,51,52
682,2014-11-14,25,29,23,25,12,24,16,34,23,27,51,81,77,63,46
683,2014-11-15,24,31,32,22,18,24,13,32,20,33,53,78,81,79,51
684,2014-11-16,18,33,32,33,17,24,30,28,31,33,76,84,79,73,54
685,2014-11-17,17,23,23,14,13,17,13,20,15,23,43,65,51,39,31
686,2014-11-18,18,27,23,28,13,16,17,23,18,24,61,78,67,54,36
687,2014-11-19,19,32,28,18,21,22,13,25,24,21,50,72,57,59,42
688,2014-11-20,17,33,38,21,20,22,10,35,19,29,56,74,66,61,43
689,2014-11-21,28,28,34,22,23,10,15,35,30,29,53,66,67,76,53
690,2014-11-22,20,28,26,31,16,19,11,34,32,28,60,87,66,57,51
691,2014-11-23,29,42,22,21,13,19,13,35,21,28,57,81,87,57,62
692,2014-11-24,18,28,22,20,11,12,13,18,18,23,42,66,57,48,36
693,2014-11-25,19,28,26,18,21,11,12,23,15,20,48,68,51,39,44
694,2014-11-26,23,33,27,22,13,17,9,20,25,24,48,63,61,51,43
695,2014-11-27,23,24,31,25,18,20,15,27,26,27,53,58,64,65,35
696,2014-11-28,24,34,23,20,21,20,13,36,35,26,52,86,72,65,47
697,2014-11-29,28,32,27,28,17,13,15,29,28,22,50,87,64,79,46
698,2014-11-30,24,32,28,20,16,23,27,22,24,36,52,69,76,60,58
699,2014-12-01,10,18,14,14,5,10,6,21,11,13,36,39,48,30,19
700,2014-12-02,17,18,12,18,19,11,11,13,16,23,42,46,45,40,38
701,2014-12-03,9,16,14,16,15,7,14,15,19,13,37,58,35,63,30
702,2014-12-04,10,23,20,16,13,13,15,13,18,24,47,38,48,35,33
703,2014-12-05,14,23,21,27,12,13,15,17,14,23,45,65,59,46,35
704,2014-12-06,16,20,19,18,18,19,13,32,18,16,44,61,50,40,41
705,2014-12-07,11,23,16,21,15,17,12,15,19,23,49,73,47,56,41
706,2014-12-08,13,20,15,17,10,12,11,10,12,15,34,46,45,34,23
707,2014-12-09,13,15,20,11,13,5,10,10,14,21,38,57,45,45,32
708,2014-12-10,14,17,11,14,8,17,11,20,13,18,33,50,52,40,35
709,2014-12-11,12,19,15,21,10,9,9,24,14,20,44,54,54,47,29
